Respondent_ID,Date,State,Region,Age_Group,Gender,Candidate,Voting_Issue,Confidence_Level,Latitude,Longitude,Year,Month,Day,Weekday,Confidence_Category,Vote_Flag
574,2024-04-24 21:00:00,Kerala,Rural,25-34,Female,Candidate A,Inflation,5,10.8505,76.2711,2024,4,24,Wednesday,High,1
575,2024-04-24 22:00:00,Bihar,Urban,35-44,Male,Candidate B,Healthcare,2,25.0961,85.3131,2024,4,24,Wednesday,Medium,1
576,2024-04-24 23:00:00,Kerala,Rural,25-34,Female,Candidate C,Infrastructure,3,10.8505,76.2711,2024,4,24,Wednesday,Medium,1
577,2024-04-25 00:00:00,Madhya Pradesh,Rural,25-34,Male,Candidate A,Education,2,22.9734,78.6569,2024,4,25,Thursday,Medium,1
578,2024-04-25 01:00:00,Kerala,Urban,18-24,Male,Nota,Inflation,5,10.8505,76.2711,2024,4,25,Thursday,High,1
579,2024-04-25 02:00:00,Madhya Pradesh,Urban,45+,Female,Candidate A,Infrastructure,1,22.9734,78.6569,2024,4,25,Thursday,Low,1
580,2024-04-25 03:00:00,Haryana,Urban,45+,Male,Candidate A,Inflation,2,29.0588,76.0856,2024,4,25,Thursday,Medium,1
581,2024-04-25 04:00:00,Bihar,Urban,35-44,Female,Candidate A,Education,5,25.0961,85.3131,2024,4,25,Thursday,High,1
582,2024-04-25 05:00:00,Odisha,Urban,45+,Male,Candidate A,Infrastructure,4,20.9517,85.0985,2024,4,25,Thursday,High,1
583,2024-04-25 06:00:00,Tamil Nadu,Rural,25-34,Male,Nota,Education,3,11.1271,78.6569,2024,4,25,Thursday,Medium,1
584,2024-04-25 07:00:00,Andhra Pradesh,Urban,25-34,Male,Candidate A,Jobs,2,15.9129,79.74,2024,4,25,Thursday,Medium,1
585,2024-04-25 08:00:00,Madhya Pradesh,Urban,18-24,Male,Candidate A,Education,1,22.9734,78.6569,2024,4,25,Thursday,Low,1
586,2024-04-25 09:00:00,Maharashtra,Rural,18-24,Male,Candidate A,Inflation,4,19.7515,75.7139,2024,4,25,Thursday,High,1
587,2024-04-25 10:00:00,Kerala,Rural,45+,Female,Candidate B,Healthcare,5,10.8505,76.2711,2024,4,25,Thursday,High,1
588,2024-04-25 11:00:00,Kerala,Urban,35-44,Female,Candidate B,Education,3,10.8505,76.2711,2024,4,25,Thursday,Medium,1
589,2024-04-25 12:00:00,Maharashtra,Urban,45+,Female,Candidate A,Healthcare,1,19.7515,75.7139,2024,4,25,Thursday,Low,1
590,2024-04-25 13:00:00,Odisha,Urban,45+,Female,Candidate A,Jobs,5,20.9517,85.0985,2024,4,25,Thursday,High,1
591,2024-04-25 14:00:00,Karnataka,Rural,45+,Female,Candidate C,Infrastructure,5,15.3173,75.7139,2024,4,25,Thursday,High,1
592,2024-04-25 15:00:00,Haryana,Urban,45+,Female,Candidate A,Infrastructure,2,29.0588,76.0856,2024,4,25,Thursday,Medium,1
593,2024-04-25 16:00:00,Uttar Pradesh,Urban,25-34,Male,Candidate B,Healthcare,2,26.8467,80.9462,2024,4,25,Thursday,Medium,1
594,2024-04-25 17:00:00,Tamil Nadu,Rural,35-44,Male,Candidate A,Infrastructure,1,11.1271,78.6569,2024,4,25,Thursday,Low,1
595,2024-04-25 18:00:00,West Bengal,Urban,25-34,Female,Candidate C,Education,5,22.9868,87.855,2024,4,25,Thursday,High,1
596,2024-04-25 19:00:00,Punjab,Rural,35-44,Female,Candidate A,Healthcare,2,31.1471,75.3412,2024,4,25,Thursday,Medium,1
597,2024-04-25 20:00:00,Madhya Pradesh,Rural,18-24,Male,Candidate B,Inflation,3,22.9734,78.6569,2024,4,25,Thursday,Medium,1
598,2024-04-25 21:00:00,Maharashtra,Urban,45+,Male,Candidate A,Education,3,19.7515,75.7139,2024,4,25,Thursday,Medium,1
599,2024-04-25 22:00:00,Punjab,Rural,25-34,Male,Nota,Education,5,31.1471,75.3412,2024,4,25,Thursday,High,1
600,2024-04-25 23:00:00,Bihar,Urban,35-44,Female,Candidate A,Education,2,25.0961,85.3131,2024,4,25,Thursday,Medium,1
601,2024-04-26 00:00:00,Odisha,Rural,18-24,Female,Candidate C,Inflation,1,20.9517,85.0985,2024,4,26,Friday,Low,1
602,2024-04-26 01:00:00,Madhya Pradesh,Urban,18-24,Female,Candidate A,Jobs,1,22.9734,78.6569,2024,4,26,Friday,Low,1
603,2024-04-26 02:00:00,Uttar Pradesh,Rural,45+,Male,Candidate A,Infrastructure,1,26.8467,80.9462,2024,4,26,Friday,Low,1
604,2024-04-26 03:00:00,Punjab,Urban,35-44,Male,Candidate C,Healthcare,3,31.1471,75.3412,2024,4,26,Friday,Medium,1
605,2024-04-26 04:00:00,Bihar,Rural,25-34,Female,Candidate A,Jobs,2,25.0961,85.3131,2024,4,26,Friday,Medium,1
606,2024-04-26 05:00:00,Gujarat,Rural,45+,Female,Candidate C,Healthcare,2,22.2587,71.1924,2024,4,26,Friday,Medium,1
607,2024-04-26 06:00:00,Andhra Pradesh,Urban,25-34,Male,Nota,Infrastructure,3,15.9129,79.74,2024,4,26,Friday,Medium,1
608,2024-04-26 07:00:00,Kerala,Rural,18-24,Male,Candidate C,Inflation,1,10.8505,76.2711,2024,4,26,Friday,Low,1
609,2024-04-26 08:00:00,Gujarat,Urban,25-34,Male,Candidate A,Education,1,22.2587,71.1924,2024,4,26,Friday,Low,1
610,2024-04-26 09:00:00,Madhya Pradesh,Urban,25-34,Male,Candidate C,Education,5,22.9734,78.6569,2024,4,26,Friday,High,1
611,2024-04-26 10:00:00,Uttar Pradesh,Urban,45+,Female,Candidate A,Inflation,4,26.8467,80.9462,2024,4,26,Friday,High,1
612,2024-04-26 11:00:00,Tamil Nadu,Urban,25-34,Male,Candidate C,Jobs,2,11.1271,78.6569,2024,4,26,Friday,Medium,1
613,2024-04-26 12:00:00,Punjab,Urban,45+,Male,Candidate B,Jobs,2,31.1471,75.3412,2024,4,26,Friday,Medium,1
614,2024-04-26 13:00:00,Haryana,Rural,18-24,Male,Candidate C,Healthcare,2,29.0588,76.0856,2024,4,26,Friday,Medium,1
615,2024-04-26 14:00:00,Andhra Pradesh,Urban,45+,Female,Candidate B,Inflation,4,15.9129,79.74,2024,4,26,Friday,High,1
616,2024-04-26 15:00:00,Madhya Pradesh,Rural,45+,Female,Candidate B,Jobs,5,22.9734,78.6569,2024,4,26,Friday,High,1
617,2024-04-26 16:00:00,Odisha,Urban,35-44,Male,Candidate A,Inflation,4,20.9517,85.0985,2024,4,26,Friday,High,1
618,2024-04-26 17:00:00,Maharashtra,Rural,25-34,Male,Candidate C,Infrastructure,1,19.7515,75.7139,2024,4,26,Friday,Low,1
619,2024-04-26 18:00:00,Haryana,Rural,18-24,Male,Candidate A,Education,1,29.0588,76.0856,2024,4,26,Friday,Low,1
620,2024-04-26 19:00:00,Haryana,Urban,45+,Female,Candidate B,Education,2,29.0588,76.0856,2024,4,26,Friday,Medium,1
621,2024-04-26 20:00:00,Haryana,Rural,18-24,Female,Candidate C,Education,3,29.0588,76.0856,2024,4,26,Friday,Medium,1
622,2024-04-26 21:00:00,Rajasthan,Urban,35-44,Female,Candidate B,Inflation,2,27.0238,74.2179,2024,4,26,Friday,Medium,1
623,2024-04-26 22:00:00,Madhya Pradesh,Rural,25-34,Male,Candidate A,Inflation,3,22.9734,78.6569,2024,4,26,Friday,Medium,1
624,2024-04-26 23:00:00,Andhra Pradesh,Urban,45+,Female,Candidate B,Healthcare,4,15.9129,79.74,2024,4,26,Friday,High,1
625,2024-04-27 00:00:00,Kerala,Rural,25-34,Male,Candidate A,Education,1,10.8505,76.2711,2024,4,27,Saturday,Low,1
626,2024-04-27 01:00:00,Kerala,Urban,35-44,Male,Candidate B,Healthcare,3,10.8505,76.2711,2024,4,27,Saturday,Medium,1
627,2024-04-27 02:00:00,Madhya Pradesh,Urban,35-44,Male,Candidate A,Education,4,22.9734,78.6569,2024,4,27,Saturday,High,1
628,2024-04-27 03:00:00,Bihar,Rural,18-24,Female,Candidate A,Healthcare,1,25.0961,85.3131,2024,4,27,Saturday,Low,1
629,2024-04-27 04:00:00,Rajasthan,Urban,45+,Male,Candidate A,Healthcare,3,27.0238,74.2179,2024,4,27,Saturday,Medium,1
630,2024-04-27 05:00:00,Maharashtra,Urban,18-24,Female,Candidate B,Infrastructure,2,19.7515,75.7139,2024,4,27,Saturday,Medium,1
631,2024-04-27 06:00:00,Haryana,Urban,35-44,Female,Candidate A,Healthcare,2,29.0588,76.0856,2024,4,27,Saturday,Medium,1
632,2024-04-27 07:00:00,Haryana,Urban,25-34,Male,Candidate A,Inflation,2,29.0588,76.0856,2024,4,27,Saturday,Medium,1
633,2024-04-27 08:00:00,Madhya Pradesh,Urban,18-24,Male,Nota,Healthcare,4,22.9734,78.6569,2024,4,27,Saturday,High,1
634,2024-04-27 09:00:00,Bihar,Urban,18-24,Female,Candidate A,Education,2,25.0961,85.3131,2024,4,27,Saturday,Medium,1
635,2024-04-27 10:00:00,Kerala,Urban,25-34,Male,Candidate B,Healthcare,5,10.8505,76.2711,2024,4,27,Saturday,High,1
636,2024-04-27 11:00:00,Kerala,Urban,18-24,Female,Candidate C,Jobs,1,10.8505,76.2711,2024,4,27,Saturday,Low,1
637,2024-04-27 12:00:00,Uttar Pradesh,Rural,25-34,Male,Nota,Education,4,26.8467,80.9462,2024,4,27,Saturday,High,1
638,2024-04-27 13:00:00,Madhya Pradesh,Urban,45+,Female,Candidate C,Jobs,2,22.9734,78.6569,2024,4,27,Saturday,Medium,1
639,2024-04-27 14:00:00,Rajasthan,Urban,25-34,Female,Candidate B,Education,1,27.0238,74.2179,2024,4,27,Saturday,Low,1
640,2024-04-27 15:00:00,Karnataka,Urban,45+,Female,Candidate C,Inflation,3,15.3173,75.7139,2024,4,27,Saturday,Medium,1
641,2024-04-27 16:00:00,Rajasthan,Urban,25-34,Female,Candidate B,Inflation,2,27.0238,74.2179,2024,4,27,Saturday,Medium,1
642,2024-04-27 17:00:00,Odisha,Rural,35-44,Male,Candidate C,Inflation,1,20.9517,85.0985,2024,4,27,Saturday,Low,1
643,2024-04-27 18:00:00,Kerala,Urban,35-44,Male,Candidate A,Jobs,5,10.8505,76.2711,2024,4,27,Saturday,High,1
644,2024-04-27 19:00:00,Kerala,Urban,45+,Female,Nota,Infrastructure,3,10.8505,76.2711,2024,4,27,Saturday,Medium,1
645,2024-04-27 20:00:00,Gujarat,Rural,45+,Female,Candidate B,Education,5,22.2587,71.1924,2024,4,27,Saturday,High,1
646,2024-04-27 21:00:00,Kerala,Rural,35-44,Male,Candidate B,Inflation,1,10.8505,76.2711,2024,4,27,Saturday,Low,1
647,2024-04-27 22:00:00,Maharashtra,Urban,45+,Male,Candidate A,Education,5,19.7515,75.7139,2024,4,27,Saturday,High,1
648,2024-04-27 23:00:00,West Bengal,Rural,25-34,Male,Candidate C,Jobs,1,22.9868,87.855,2024,4,27,Saturday,Low,1
649,2024-04-28 00:00:00,Madhya Pradesh,Rural,25-34,Male,Candidate A,Infrastructure,1,22.9734,78.6569,2024,4,28,Sunday,Low,1
650,2024-04-28 01:00:00,Punjab,Urban,35-44,Male,Candidate C,Jobs,5,31.1471,75.3412,2024,4,28,Sunday,High,1
651,2024-04-28 02:00:00,Rajasthan,Rural,18-24,Male,Candidate C,Education,1,27.0238,74.2179,2024,4,28,Sunday,Low,1
652,2024-04-28 03:00:00,West Bengal,Rural,25-34,Female,Candidate A,Infrastructure,2,22.9868,87.855,2024,4,28,Sunday,Medium,1
653,2024-04-28 04:00:00,Bihar,Urban,45+,Male,Candidate C,Infrastructure,1,25.0961,85.3131,2024,4,28,Sunday,Low,1
654,2024-04-28 05:00:00,Karnataka,Urban,18-24,Male,Candidate C,Jobs,4,15.3173,75.7139,2024,4,28,Sunday,High,1
655,2024-04-28 06:00:00,Maharashtra,Urban,18-24,Female,Candidate B,Inflation,1,19.7515,75.7139,2024,4,28,Sunday,Low,1
656,2024-04-28 07:00:00,Andhra Pradesh,Rural,25-34,Male,Candidate A,Education,4,15.9129,79.74,2024,4,28,Sunday,High,1
657,2024-04-28 08:00:00,Telangana,Rural,25-34,Male,Candidate A,Healthcare,1,18.1124,79.0193,2024,4,28,Sunday,Low,1
658,2024-04-28 09:00:00,Rajasthan,Rural,18-24,Male,Candidate A,Healthcare,1,27.0238,74.2179,2024,4,28,Sunday,Low,1
659,2024-04-28 10:00:00,West Bengal,Urban,18-24,Male,Candidate A,Jobs,5,22.9868,87.855,2024,4,28,Sunday,High,1
660,2024-04-28 11:00:00,Andhra Pradesh,Rural,35-44,Male,Candidate C,Education,2,15.9129,79.74,2024,4,28,Sunday,Medium,1
661,2024-04-28 12:00:00,Karnataka,Rural,45+,Female,Candidate A,Education,2,15.3173,75.7139,2024,4,28,Sunday,Medium,1
662,2024-04-28 13:00:00,Gujarat,Urban,35-44,Male,Candidate C,Jobs,3,22.2587,71.1924,2024,4,28,Sunday,Medium,1
663,2024-04-28 14:00:00,Andhra Pradesh,Urban,25-34,Female,Candidate A,Education,5,15.9129,79.74,2024,4,28,Sunday,High,1
664,2024-04-28 15:00:00,Maharashtra,Rural,35-44,Female,Candidate B,Inflation,5,19.7515,75.7139,2024,4,28,Sunday,High,1
665,2024-04-28 16:00:00,Maharashtra,Urban,35-44,Male,Candidate C,Jobs,2,19.7515,75.7139,2024,4,28,Sunday,Medium,1
666,2024-04-28 17:00:00,Punjab,Rural,35-44,Female,Candidate C,Inflation,5,31.1471,75.3412,2024,4,28,Sunday,High,1
667,2024-04-28 18:00:00,Gujarat,Urban,35-44,Male,Candidate A,Education,2,22.2587,71.1924,2024,4,28,Sunday,Medium,1
668,2024-04-28 19:00:00,Telangana,Urban,45+,Female,Candidate B,Jobs,5,18.1124,79.0193,2024,4,28,Sunday,High,1
669,2024-04-28 20:00:00,Madhya Pradesh,Urban,45+,Female,Candidate A,Education,1,22.9734,78.6569,2024,4,28,Sunday,Low,1
670,2024-04-28 21:00:00,Andhra Pradesh,Urban,18-24,Male,Candidate A,Jobs,2,15.9129,79.74,2024,4,28,Sunday,Medium,1
671,2024-04-28 22:00:00,Gujarat,Rural,25-34,Male,Candidate A,Education,2,22.2587,71.1924,2024,4,28,Sunday,Medium,1
672,2024-04-28 23:00:00,Maharashtra,Urban,35-44,Male,Candidate B,Inflation,4,19.7515,75.7139,2024,4,28,Sunday,High,1
673,2024-04-29 00:00:00,Maharashtra,Rural,18-24,Male,Candidate A,Inflation,5,19.7515,75.7139,2024,4,29,Monday,High,1
674,2024-04-29 01:00:00,West Bengal,Urban,18-24,Male,Candidate B,Education,5,22.9868,87.855,2024,4,29,Monday,High,1
675,2024-04-29 02:00:00,Kerala,Rural,18-24,Female,Candidate A,Jobs,2,10.8505,76.2711,2024,4,29,Monday,Medium,1
676,2024-04-29 03:00:00,Telangana,Urban,45+,Female,Candidate B,Healthcare,1,18.1124,79.0193,2024,4,29,Monday,Low,1
677,2024-04-29 04:00:00,Andhra Pradesh,Rural,35-44,Female,Candidate A,Inflation,1,15.9129,79.74,2024,4,29,Monday,Low,1
678,2024-04-29 05:00:00,Punjab,Rural,35-44,Female,Candidate C,Inflation,1,31.1471,75.3412,2024,4,29,Monday,Low,1
679,2024-04-29 06:00:00,Punjab,Urban,25-34,Female,Candidate C,Healthcare,5,31.1471,75.3412,2024,4,29,Monday,High,1
680,2024-04-29 07:00:00,Andhra Pradesh,Urban,35-44,Female,Candidate B,Education,4,15.9129,79.74,2024,4,29,Monday,High,1
681,2024-04-29 08:00:00,Odisha,Rural,35-44,Female,Candidate C,Jobs,2,20.9517,85.0985,2024,4,29,Monday,Medium,1
682,2024-04-29 09:00:00,Haryana,Rural,18-24,Male,Candidate A,Education,3,29.0588,76.0856,2024,4,29,Monday,Medium,1
683,2024-04-29 10:00:00,Karnataka,Urban,25-34,Male,Candidate B,Infrastructure,4,15.3173,75.7139,2024,4,29,Monday,High,1
684,2024-04-29 11:00:00,Punjab,Rural,35-44,Female,Candidate A,Inflation,3,31.1471,75.3412,2024,4,29,Monday,Medium,1
685,2024-04-29 12:00:00,Gujarat,Rural,45+,Female,Candidate A,Infrastructure,4,22.2587,71.1924,2024,4,29,Monday,High,1
686,2024-04-29 13:00:00,Karnataka,Rural,35-44,Male,Candidate B,Inflation,1,15.3173,75.7139,2024,4,29,Monday,Low,1
687,2024-04-29 14:00:00,Gujarat,Rural,18-24,Male,Candidate C,Inflation,5,22.2587,71.1924,2024,4,29,Monday,High,1
688,2024-04-29 15:00:00,Bihar,Rural,45+,Male,Candidate A,Infrastructure,3,25.0961,85.3131,2024,4,29,Monday,Medium,1
689,2024-04-29 16:00:00,Maharashtra,Urban,18-24,Male,Candidate B,Infrastructure,4,19.7515,75.7139,2024,4,29,Monday,High,1
690,2024-04-29 17:00:00,Kerala,Urban,35-44,Female,Candidate B,Education,5,10.8505,76.2711,2024,4,29,Monday,High,1
691,2024-04-29 18:00:00,West Bengal,Urban,45+,Male,Candidate A,Infrastructure,3,22.9868,87.855,2024,4,29,Monday,Medium,1
692,2024-04-29 19:00:00,Punjab,Rural,25-34,Female,Candidate A,Education,2,31.1471,75.3412,2024,4,29,Monday,Medium,1
693,2024-04-29 20:00:00,Kerala,Rural,25-34,Female,Candidate A,Education,4,10.8505,76.2711,2024,4,29,Monday,High,1
694,2024-04-29 21:00:00,Kerala,Urban,45+,Female,Candidate A,Education,2,10.8505,76.2711,2024,4,29,Monday,Medium,1
695,2024-04-29 22:00:00,Kerala,Rural,45+,Male,Candidate A,Inflation,1,10.8505,76.2711,2024,4,29,Monday,Low,1
696,2024-04-29 23:00:00,Haryana,Rural,18-24,Male,Candidate A,Inflation,2,29.0588,76.0856,2024,4,29,Monday,Medium,1
697,2024-04-30 00:00:00,Karnataka,Urban,45+,Female,Candidate A,Infrastructure,2,15.3173,75.7139,2024,4,30,Tuesday,Medium,1
698,2024-04-30 01:00:00,Gujarat,Urban,18-24,Female,Candidate C,Inflation,4,22.2587,71.1924,2024,4,30,Tuesday,High,1
699,2024-04-30 02:00:00,Tamil Nadu,Urban,35-44,Female,Candidate B,Infrastructure,1,11.1271,78.6569,2024,4,30,Tuesday,Low,1
700,2024-04-30 03:00:00,Bihar,Urban,18-24,Male,Nota,Inflation,2,25.0961,85.3131,2024,4,30,Tuesday,Medium,1
701,2024-04-30 04:00:00,Rajasthan,Urban,45+,Female,Candidate A,Jobs,5,27.0238,74.2179,2024,4,30,Tuesday,High,1
702,2024-04-30 05:00:00,Kerala,Urban,45+,Male,Candidate C,Jobs,3,10.8505,76.2711,2024,4,30,Tuesday,Medium,1
703,2024-04-30 06:00:00,Madhya Pradesh,Urban,35-44,Female,Candidate C,Infrastructure,2,22.9734,78.6569,2024,4,30,Tuesday,Medium,1
704,2024-04-30 07:00:00,Karnataka,Urban,45+,Female,Candidate B,Inflation,1,15.3173,75.7139,2024,4,30,Tuesday,Low,1
705,2024-04-30 08:00:00,Punjab,Urban,45+,Female,Candidate A,Inflation,2,31.1471,75.3412,2024,4,30,Tuesday,Medium,1
706,2024-04-30 09:00:00,Telangana,Urban,25-34,Male,Candidate C,Education,3,18.1124,79.0193,2024,4,30,Tuesday,Medium,1
707,2024-04-30 10:00:00,Punjab,Rural,25-34,Male,Candidate A,Healthcare,1,31.1471,75.3412,2024,4,30,Tuesday,Low,1
708,2024-04-30 11:00:00,West Bengal,Urban,35-44,Female,Candidate A,Infrastructure,4,22.9868,87.855,2024,4,30,Tuesday,High,1
709,2024-04-30 12:00:00,Rajasthan,Rural,18-24,Male,Candidate B,Healthcare,1,27.0238,74.2179,2024,4,30,Tuesday,Low,1
710,2024-04-30 13:00:00,Tamil Nadu,Rural,25-34,Female,Candidate B,Healthcare,4,11.1271,78.6569,2024,4,30,Tuesday,High,1
711,2024-04-30 14:00:00,Madhya Pradesh,Urban,18-24,Male,Candidate A,Infrastructure,1,22.9734,78.6569,2024,4,30,Tuesday,Low,1
712,2024-04-30 15:00:00,Punjab,Urban,45+,Male,Nota,Inflation,3,31.1471,75.3412,2024,4,30,Tuesday,Medium,1
713,2024-04-30 16:00:00,Tamil Nadu,Urban,25-34,Male,Candidate B,Infrastructure,3,11.1271,78.6569,2024,4,30,Tuesday,Medium,1
714,2024-04-30 17:00:00,Rajasthan,Rural,35-44,Female,Candidate B,Healthcare,1,27.0238,74.2179,2024,4,30,Tuesday,Low,1
715,2024-04-30 18:00:00,Kerala,Rural,35-44,Male,Nota,Inflation,2,10.8505,76.2711,2024,4,30,Tuesday,Medium,1
716,2024-04-30 19:00:00,Madhya Pradesh,Urban,35-44,Male,Candidate B,Jobs,3,22.9734,78.6569,2024,4,30,Tuesday,Medium,1
717,2024-04-30 20:00:00,Tamil Nadu,Urban,25-34,Female,Nota,Infrastructure,4,11.1271,78.6569,2024,4,30,Tuesday,High,1
718,2024-04-30 21:00:00,West Bengal,Urban,18-24,Female,Candidate B,Infrastructure,4,22.9868,87.855,2024,4,30,Tuesday,High,1
719,2024-04-30 22:00:00,Gujarat,Urban,45+,Female,Candidate A,Inflation,5,22.2587,71.1924,2024,4,30,Tuesday,High,1
720,2024-04-30 23:00:00,Maharashtra,Rural,18-24,Female,Candidate C,Jobs,4,19.7515,75.7139,2024,4,30,Tuesday,High,1
721,2024-05-01 00:00:00,Gujarat,Urban,18-24,Male,Candidate B,Jobs,5,22.2587,71.1924,2024,5,1,Wednesday,High,1
722,2024-05-01 01:00:00,Rajasthan,Rural,45+,Male,Candidate C,Inflation,1,27.0238,74.2179,2024,5,1,Wednesday,Low,1
723,2024-05-01 02:00:00,Karnataka,Urban,45+,Male,Nota,Education,1,15.3173,75.7139,2024,5,1,Wednesday,Low,1
724,2024-05-01 03:00:00,Maharashtra,Rural,25-34,Male,Candidate C,Infrastructure,1,19.7515,75.7139,2024,5,1,Wednesday,Low,1
725,2024-05-01 04:00:00,Bihar,Urban,25-34,Male,Candidate B,Infrastructure,2,25.0961,85.3131,2024,5,1,Wednesday,Medium,1
726,2024-05-01 05:00:00,West Bengal,Urban,25-34,Female,Candidate C,Healthcare,2,22.9868,87.855,2024,5,1,Wednesday,Medium,1
727,2024-05-01 06:00:00,Bihar,Rural,25-34,Male,Candidate B,Inflation,5,25.0961,85.3131,2024,5,1,Wednesday,High,1
728,2024-05-01 07:00:00,Haryana,Urban,25-34,Male,Candidate A,Healthcare,4,29.0588,76.0856,2024,5,1,Wednesday,High,1
729,2024-05-01 08:00:00,Madhya Pradesh,Rural,45+,Male,Candidate C,Healthcare,4,22.9734,78.6569,2024,5,1,Wednesday,High,1
730,2024-05-01 09:00:00,Andhra Pradesh,Rural,18-24,Female,Candidate A,Jobs,1,15.9129,79.74,2024,5,1,Wednesday,Low,1
731,2024-05-01 10:00:00,Maharashtra,Rural,25-34,Female,Candidate B,Infrastructure,3,19.7515,75.7139,2024,5,1,Wednesday,Medium,1
732,2024-05-01 11:00:00,Bihar,Rural,25-34,Male,Candidate C,Healthcare,2,25.0961,85.3131,2024,5,1,Wednesday,Medium,1
733,2024-05-01 12:00:00,Punjab,Rural,18-24,Female,Candidate B,Jobs,2,31.1471,75.3412,2024,5,1,Wednesday,Medium,1
734,2024-05-01 13:00:00,Bihar,Rural,25-34,Female,Candidate B,Inflation,1,25.0961,85.3131,2024,5,1,Wednesday,Low,1
735,2024-05-01 14:00:00,Tamil Nadu,Rural,18-24,Female,Candidate C,Healthcare,2,11.1271,78.6569,2024,5,1,Wednesday,Medium,1
736,2024-05-01 15:00:00,Gujarat,Rural,18-24,Female,Candidate B,Infrastructure,1,22.2587,71.1924,2024,5,1,Wednesday,Low,1
737,2024-05-01 16:00:00,Tamil Nadu,Urban,45+,Female,Candidate C,Healthcare,5,11.1271,78.6569,2024,5,1,Wednesday,High,1
738,2024-05-01 17:00:00,Haryana,Urban,35-44,Female,Candidate A,Inflation,4,29.0588,76.0856,2024,5,1,Wednesday,High,1
739,2024-05-01 18:00:00,Maharashtra,Urban,45+,Female,Candidate A,Healthcare,3,19.7515,75.7139,2024,5,1,Wednesday,Medium,1
740,2024-05-01 19:00:00,Maharashtra,Urban,35-44,Male,Candidate A,Infrastructure,4,19.7515,75.7139,2024,5,1,Wednesday,High,1
741,2024-05-01 20:00:00,Haryana,Urban,35-44,Male,Candidate B,Jobs,4,29.0588,76.0856,2024,5,1,Wednesday,High,1
742,2024-05-01 21:00:00,Rajasthan,Urban,35-44,Female,Candidate B,Infrastructure,5,27.0238,74.2179,2024,5,1,Wednesday,High,1
743,2024-05-01 22:00:00,Tamil Nadu,Urban,25-34,Male,Candidate C,Jobs,2,11.1271,78.6569,2024,5,1,Wednesday,Medium,1
744,2024-05-01 23:00:00,Uttar Pradesh,Rural,45+,Male,Candidate A,Education,3,26.8467,80.9462,2024,5,1,Wednesday,Medium,1
745,2024-05-02 00:00:00,Punjab,Rural,35-44,Female,Candidate B,Infrastructure,2,31.1471,75.3412,2024,5,2,Thursday,Medium,1
746,2024-05-02 01:00:00,Telangana,Urban,18-24,Male,Candidate A,Infrastructure,4,18.1124,79.0193,2024,5,2,Thursday,High,1
747,2024-05-02 02:00:00,Gujarat,Urban,25-34,Female,Candidate A,Inflation,1,22.2587,71.1924,2024,5,2,Thursday,Low,1
748,2024-05-02 03:00:00,Maharashtra,Rural,45+,Female,Candidate B,Healthcare,4,19.7515,75.7139,2024,5,2,Thursday,High,1
749,2024-05-02 04:00:00,Rajasthan,Urban,35-44,Female,Candidate A,Jobs,2,27.0238,74.2179,2024,5,2,Thursday,Medium,1
750,2024-05-02 05:00:00,Andhra Pradesh,Rural,18-24,Male,Candidate A,Jobs,4,15.9129,79.74,2024,5,2,Thursday,High,1
751,2024-05-02 06:00:00,Punjab,Urban,45+,Male,Candidate A,Inflation,1,31.1471,75.3412,2024,5,2,Thursday,Low,1
752,2024-05-02 07:00:00,Tamil Nadu,Urban,45+,Male,Candidate A,Inflation,5,11.1271,78.6569,2024,5,2,Thursday,High,1
753,2024-05-02 08:00:00,Gujarat,Rural,25-34,Male,Candidate B,Healthcare,2,22.2587,71.1924,2024,5,2,Thursday,Medium,1
754,2024-05-02 09:00:00,Andhra Pradesh,Urban,45+,Female,Candidate A,Healthcare,4,15.9129,79.74,2024,5,2,Thursday,High,1
755,2024-05-02 10:00:00,Tamil Nadu,Rural,25-34,Female,Candidate C,Infrastructure,2,11.1271,78.6569,2024,5,2,Thursday,Medium,1
756,2024-05-02 11:00:00,Bihar,Rural,35-44,Male,Candidate C,Education,5,25.0961,85.3131,2024,5,2,Thursday,High,1
757,2024-05-02 12:00:00,Andhra Pradesh,Urban,25-34,Female,Candidate B,Healthcare,4,15.9129,79.74,2024,5,2,Thursday,High,1
758,2024-05-02 13:00:00,Haryana,Rural,18-24,Female,Nota,Inflation,4,29.0588,76.0856,2024,5,2,Thursday,High,1
759,2024-05-02 14:00:00,Odisha,Rural,25-34,Male,Candidate B,Healthcare,2,20.9517,85.0985,2024,5,2,Thursday,Medium,1
760,2024-05-02 15:00:00,Rajasthan,Urban,18-24,Female,Candidate B,Jobs,2,27.0238,74.2179,2024,5,2,Thursday,Medium,1
761,2024-05-02 16:00:00,Gujarat,Rural,25-34,Male,Nota,Education,1,22.2587,71.1924,2024,5,2,Thursday,Low,1
762,2024-05-02 17:00:00,Kerala,Rural,45+,Female,Candidate A,Infrastructure,5,10.8505,76.2711,2024,5,2,Thursday,High,1
763,2024-05-02 18:00:00,Odisha,Rural,35-44,Male,Nota,Jobs,1,20.9517,85.0985,2024,5,2,Thursday,Low,1
764,2024-05-02 19:00:00,Madhya Pradesh,Rural,18-24,Female,Candidate A,Jobs,4,22.9734,78.6569,2024,5,2,Thursday,High,1
765,2024-05-02 20:00:00,Madhya Pradesh,Urban,25-34,Female,Candidate B,Education,2,22.9734,78.6569,2024,5,2,Thursday,Medium,1
